time_stamp,d_id,temp
2019-05-19 06:40:18,6094304,283
2019-05-19 06:45:18,6094304,282
2019-05-19 06:50:18,6094304,299
2019-05-19 06:55:18,6094304,324
2019-05-19 07:00:18,6094304,329
2019-05-19 07:05:18,6094304,332
2019-05-19 07:10:18,6094304,334
2019-05-19 07:15:18,6094304,336
2019-05-19 07:20:18,6094304,336
2019-05-19 07:25:18,6094304,336
2019-05-19 07:30:18,6094304,335
2019-05-19 07:35:18,6094304,335
2019-05-19 07:40:18,6094304,294
2019-05-19 07:41:30,6094304,320
2019-05-19 07:42:26,6094304,333
2019-05-19 07:43:46,6094304,338
2019-05-19 07:47:05,6094304,47
2019-05-19 07:51:42,6094304,1024
2019-05-19 07:52:55,6094304,1024
2019-05-19 07:54:31,6094304,1024
2019-05-19 07:59:31,6094304,1024
2019-05-19 08:04:43,6094304,1024
2019-05-19 08:07:22,6094304,1024
2019-05-19 08:12:22,6094304,1024
2019-05-19 08:17:22,6094304,1024
2019-05-19 08:22:22,6094304,1024
2019-05-19 08:27:22,6094304,1024
2019-05-19 08:32:22,6094304,1024
2019-05-19 08:59:45,6094304,81
2019-05-19 09:04:45,6094304,63
2019-05-19 09:09:45,6094304,62
2019-05-19 09:14:45,6094304,59
2019-05-19 09:19:45,6094304,76
2019-05-19 14:58:28,6094304,317
2019-05-19 15:03:28,6094304,298
2019-05-19 15:08:28,6094304,298
2019-05-19 15:13:28,6094304,298
2019-05-19 15:18:28,6094304,96
2019-05-19 15:23:28,6094304,163
2019-05-19 15:28:28,6094304,54
2019-05-19 15:33:28,6094304,35
2019-05-19 15:38:28,6094304,300
2019-05-19 16:09:11,6094304,303
2019-05-19 16:51:53,6094304,91
2019-05-19 16:56:53,6094304,1024
2019-05-19 17:01:53,6094304,178
2019-05-19 17:06:53,6094304,56
2019-05-19 17:11:53,6094304,56
2019-05-20 16:58:07,6094304,1024
2019-05-20 17:03:07,6094304,1024
2019-05-20 17:05:22,6094304,68
2019-05-20 17:10:22,6094304,56
2019-05-20 17:15:22,6094304,3
2019-05-20 17:20:22,6094304,301
2019-05-20 17:24:57,6094304,299
2019-05-20 17:25:52,6094304,208
2019-05-20 17:26:14,6094304,161
2019-05-20 17:28:37,6094304,72
2019-05-20 17:29:26,6094304,64
2019-05-20 17:34:26,6094304,46
2019-05-20 17:36:30,6094304,42
2019-05-20 17:41:14,6094304,156
2019-05-20 17:43:33,6094304,224
2019-05-20 17:48:33,6094304,295
2019-05-20 17:53:33,6094304,295
2019-05-20 17:58:33,6094304,297
2019-05-20 18:03:33,6094304,299
2019-05-20 18:08:33,6094304,300
2019-05-20 18:13:33,6094304,299
2019-05-20 18:18:33,6094304,300
2019-05-20 18:22:47,6094304,30
2019-05-20 18:27:47,6094304,6
2019-05-20 18:32:47,6094304,7
2019-05-20 18:37:47,6094304,6
2019-05-20 18:42:47,6094304,6
2019-05-20 18:47:47,6094304,79
2019-05-20 18:52:47,6094304,7
2019-05-20 18:57:47,6094304,109
2019-05-20 19:00:25,6094304,301
2019-05-20 19:00:43,6094304,295
2019-05-20 19:05:43,6094304,295
2019-05-21 04:16:43,6094304,149
2019-05-21 04:21:43,6094304,64
2019-05-21 04:26:43,6094304,45
2019-05-21 04:30:01,6094304,55
2019-05-21 04:35:01,6094304,70
2019-05-21 04:40:01,6094304,83
2019-05-21 04:45:01,6094304,65
2019-05-21 04:50:01,6094304,868
2019-05-21 04:55:01,6094304,52
2019-05-21 05:00:01,6094304,60
2019-05-21 05:05:01,6094304,215
2019-05-21 05:10:01,6094304,163
2019-05-21 05:15:01,6094304,563
2019-05-21 05:20:01,6094304,299
2019-05-21 05:25:01,6094304,296
2019-05-21 05:30:01,6094304,296
2019-05-21 05:35:01,6094304,300
2019-05-21 05:40:01,6094304,87
2019-05-21 05:45:01,6094304,5
2019-05-21 05:50:01,6094304,7
2019-05-21 05:55:01,6094304,6
2019-05-21 06:00:01,6094304,97
2019-05-21 06:05:01,6094304,10
2019-05-21 06:10:01,6094304,3
2019-05-21 06:15:01,6094304,293
2019-05-21 06:20:01,6094304,294
2019-05-21 06:25:01,6094304,294
2019-05-21 06:30:01,6094304,295
2019-05-21 06:35:01,6094304,295
2019-05-21 06:41:52,6094304,295
2019-05-21 06:45:01,6094304,290
2019-05-21 06:50:01,6094304,299
2019-05-21 06:55:01,6094304,294
2019-05-21 07:00:01,6094304,293
2019-05-21 07:05:01,6094304,294
2019-05-21 07:10:01,6094304,295
2019-05-21 07:15:01,6094304,295
2019-05-21 07:20:01,6094304,295
2019-05-21 07:25:01,6094304,298
2019-05-21 07:30:01,6094304,295
2019-05-21 07:35:01,6094304,295
2019-05-21 07:49:31,6094304,95
2019-05-21 07:50:51,6094304,72
2019-05-21 07:55:51,6094304,37
2019-05-21 08:00:51,6094304,35
